,index,Unnamed: 0,tweet
5528,5990,5990,Shirley What the fuck is wrong with you. You can't call urself a man if u call a girl a bitch. Ur a fuckin loser bro
5529,5991,5991,Sean stfu bitch
5530,5992,5992,Martin He called Martin a nigger
5531,5993,5993,Francis this hoe got some issues!
5532,5994,5994,Paul Oh totes girl. I'm also blasting Mayday and wearing an oversized hoodie. Get at me queer
5533,5995,5995,Dorothy I'm trying to catch diabetes so I'm fuckin a white bitch
5534,5996,5996,Antwan Hit a bitch it's not like you can see the bruises
5535,5997,5997,Patricia that hoe over there
5536,5998,5998,Helen You're a fucking faggot.
5537,5999,5999,Anna Anna bitch got arms like piccolo
5538,6000,6000,"Rachel 
Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down"
5539,6001,6001,Susan Susan what's next? fingers in dykes?
5540,6002,6002,David David 'ell naw dogs run this bitch
5541,6003,6003,"Brenda 
How day feel bout colored folk?"
5542,6004,6004,"Jeanette stop being a bitch and speaking on my name little girl , thank you."
5543,6005,6005,Damaris you don't know me but I got a whole video of you sucking the life out of my pussy bye stranger 
5544,6006,6006,Christine I got weed. Come over faggot
5545,6007,6007,Michael I'm 5'8 fag 
5546,6008,6008,Vanessa yeah you right and you know them Mexicans bringing all they family that hoe finna be packed
5547,6009,6009,Helen Helen You two need to stop acting like two little bitches.
5548,6010,6010,Esther his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall
5549,6011,6011,Terry house keeps passing CR's senate says no because harry ried is obamas bitch.. not his states who does the senators represent?
5550,6012,6012,"Jane shut up with your arsenal already, you bitch!"
5551,6013,6013,Gene Gene Gene LJ hoes!!
5552,6014,6014,"Elizabeth Elizabeth fuck y'all if you doubt me, I'm a piece of white trash I say it proudly"
5553,6015,6015,"Gerald that's a good choice, except all the whale bitches you'd fuck would get pregnant"
5554,6016,6016,"Tatiana 
And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"
5555,6017,6017,Connie But then you have no idea what people's actually personalities are like maybe Pamaj has always been a cunt hahaha
5556,6018,6018,Mary he was no more a cunt with a shitty attitude than Apex or Pamaj or Banks.
5557,6019,6019,"Catina Whoa easy Amy, don't slag the Canucks too much with such a generalization"
5558,6020,6020,Richard puss or pussy?
5559,6021,6021,"Gertrude Gertrude 
If you don't vote you don't have a right to complain. That being said, I didn't vote for the son of a bitch"
5560,6022,6022,"Sandra Sandra 
Yeah, I'd want to shoot the son of a bitch myself. LOL"
5561,6023,6023,Dodie if you go could you hook up the plant city faggots or
5562,6024,6024,Porter pussy
5563,6025,6025,Cliff I'm surprised you could read it with slits for eyes
5564,6026,6026,"William William William And you thought a camera would steal your soul. Shut the fuck up, you stupid twat."
5565,6027,6027,Mary i was raised the person that uses a gun and cant take an ass whipping is a pussy
5566,6028,6028,Randall yeah I tend you grab ass and smack bitches in the morning . I don't think you can hang lol
5567,6029,6029,Daniel Daniel she's a dyke
5568,6030,6030,Walter bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..
5569,6031,6031,James ugly dyke
5570,6032,6032,Debra bitch yu nt gone mention me back
5571,6033,6033,Ralph I'm outside where you at?!?! And I'm the pussy
5572,6034,6034,Kenneth u good man long time my niggah
5573,6035,6035,Stanley bitch
5574,6036,6036,Clifford fuck you bitch
5575,6037,6037,Margaret Margaret hey I guess yall forgot im in this bitch too lol
5576,6038,6038,Timothy whoooo?? Lemme find out a bitch run u haha
5577,6039,6039,Carla I don't see tears bitch
5578,6040,6040,Thurman cry bitch
5579,6041,6041,Faye if you hate men so much why you trying to look like one? Stupid little cunt
5580,6042,6042,"Tara yeah it was such a lie, thats why you deleted it nigger."
5581,6043,6043,Barbara I would reply with the red emoji but I'm not a nigger
5582,6044,6044,Nicole Nicole like I got time to be wasting on some bitch who broke up with me
5583,6045,6045,Christine the bitch ass nigga I just called a bitch
5584,6046,6046,Anita drink pussy juice nigga
5585,6047,6047,Wayne 6-1 bitch dont hate
5586,6048,6048,Martha Right these hoes on my dick about u dats how
5587,6050,6050,"Jocelyn holy fuck, frozen pussy! you are crazy!"
5588,6051,6051,Michael Michael hey Rachel G my name isint Kenneth ok let's just get that straight  you best be backing off before I go ghetto
5589,6052,6052,Mark grow a pair pussy
5590,6053,6053,Michelle talkin bout the retard your sittin on
5591,6054,6054,Christina old cunt needs to die
5592,6055,6055,Tammy to HELL with the plasticassed bitch!!
5593,6056,6056,Roy them hoes ain't thick at all u clowning
5594,6057,6057,"Miles OK Now you're talking my language, none of this pussy-whipped RINO whining"
5595,6058,6058,Keith once it gets cold yall gonna be trash again lol
5596,6059,6059,David David hoe
5597,6060,6060,Louise text me queer bait
5598,6061,6061,Thomas Thomas I was impressed that anybody could chug a Smirnoff Ice that quickly.
5599,6062,6062,Larry Larry Larry that's Kevin with the hoes 
5600,6063,6063,Robert when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips!
5601,6064,6064,Mary you a broke bitch too.
5602,6065,6065,Gregory stfu u ugly dyke
5603,6066,6066,Patricia call him a pussy as he should!
5604,6067,6067,"Jackson he looks like reg. Memphis,tn. trash! we got them everywhere."
5605,6068,6068,George wtf mine was just a fried Twinkie w powdered sugar I got hoed
5606,6070,6070,"Thomas lol, We gotta let these hoes know. *pow pow* this aint what they want. "
5607,6071,6071,"Sung Sung he's a better trainer, Jillian really acts like a bitch sometimes!"
5608,6072,6072,Williams lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please
5609,6073,6073,Angie Angie and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..
5610,6074,6074,Michael Michael man fck dat tranny.... Juwanna man ass nigga....
5611,6075,6075,Edna lol yeah birds be chirping outside. Bastards.
5612,6076,6076,"Catherine - I poked this little pussy with a stick, and he curled up into a little ball like a pill bug. Catherine "
5613,6077,6077,Mary sounds like a bad bitch.
5614,6078,6078,Charles but when its the same method other colonial states employed france england... They dont get to bitch when its their playbook
5615,6079,6079,Edith go the gulls. First grade should be a cracker. Physical!
5616,6080,6080,Abigail Abigail dumb hoe
5617,6081,6081,Michael Michael my bitch do all that and still go out
5618,6082,6082,James yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full
5619,6083,6083,Anthony Anthony adawg getcho ghetto booty up
5620,6084,6084,Jennifer nigglet send me the pictures
5621,6085,6085,Diana I got your moms ass on my breath pussy ;)
5622,6086,6086,Ann little bitch
5623,6087,6087,Randy Randy ohhhhh you bitch
5624,6088,6088,Charles bitch please
5625,6089,6089,Anita why you gotta hoe me like that
5626,6090,6090,"David yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
5627,6091,6091,Jamie I should've  that bitches wallet was tigher than her pu$$y
5628,6092,6092,"Susan Susan Susan 
That bastard Obama is giving them to the f-ing wetbacks."
5629,6093,6093,Patricia that's enough of making fun of retarded people talking that way
5630,6094,6094,Shannon you see me texting you bitch
5631,6095,6095,Christin BORINGHACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?
5632,6096,6096,Margaret Margaret Margaret Margaret Lets hangout Monday nigs?
5633,6097,6097,Sung bitch! Why can't I retweet your shit?! Lol love you! Hope you're having a great bday! (:
5634,6098,6098,Alma you're wearing my sweatshirt in your snapchat story hoe! Love you tho lol
5635,6099,6099,"Paul I was hoping you went with the Mr. Chow part on hangover 2. ""But did you die?"" Dumb bitch ass sloot!!"
5636,6100,6100,Linda stfu prude ass basic ass bitch
5637,6101,6101,"Mario I'm just kidding, I'm not a fucking faggot"
5638,6102,6102,William wtf that bitch was driving around drunk
5639,6103,6103,Vernon pussies! #StB
5640,6104,6104,"Karen oh yeah and fuck the Lakers too, bitch boi!"
5641,6105,6105,Susan hey bitch boy #nigorprobz
5642,6106,6106,Jessica What a #narcissistic cunt he is.
5643,6107,6107,Jean no in the instrumental I'm not retarded -_-
5644,6108,6108,Lee so 'how bout now' was just trash huh.
5645,6109,6109,Mary I love you too pussy.... Lmaooo
5646,6111,6111,Bruce okay love you bitch
5647,6112,6112,"Robert Robert Robert Why would i pay sex ,when i can getfree pussy that makes no sence at all"
5648,6113,6113,Adam I'll actually kill that bitch
5649,6114,6114,Carla brandy wanna b down ass bitches 
5650,6115,6115,"Viola Viola I'm a vet Ryan. TK rocks! You're just a useless geek. Oh, and you have a face like a bitch."
5651,6116,6116,"Valentine like we all never gave the camera ""the bird""."
5652,6117,6117,Devin Lol shut up bitch..im alive! i just been going through it...but im good now
5653,6118,6118,Matthew tag me pussy ill fite u
5654,6120,6120,Roxana u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking
5655,6121,6121,Clyde whats good then bitch Ass nigga catch your phase
5656,6122,6122,Joseph Joseph that nigga Vic acting like he yellow bone with 15k followers and can't answer a nigga phone
5657,6123,6123,Pat some fucking bitches 
5658,6124,6124,"Jodie it's parseltounge, not basilisk you fucking pussy. Get it right."
5659,6125,6125,"Jessie Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!"
5660,6126,6126,Rebecca some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!
5661,6127,6127,"Tara lol Avila... It's simple, but I live in a pretty redneck area.. So it never gets pronounced correctly"
5662,6128,6128,Richard what a ratchet ass bitch bet she felt dumb
5663,6129,6129,Suzan that's what happens when you date a colored
5664,6130,6130,Rena im going to murder that fucking cunt
5665,6131,6131,Jason bitch you already know I would go crazy with out you
5666,6132,6132,Patricia hahahah he's a stupid ass bitch
5667,6133,6133,Vickie She made fun of a suicide attempt. Mellie ain't that bitch to fuck with this season!
5668,6134,6134,Kellie ugly white bitch
5669,6135,6135,Clyde ur ballsack is hairy gtfo tranny prude bitch
5670,6137,6137,Harold niggers fell off
5671,6138,6138,Craig she's a dyke  looks like she's 12
5672,6139,6139,Debra that was back when nigger music was decent
5673,6140,6140,Thomas just be like me make bitches move
5674,6141,6141,Sharon bitch I texted you
5675,6142,6142,Diane Diane bitch what. meet up at Plano senior high school or vines I got some shit on my chest am going take it out on yall
5676,6143,6143,Connie Connie Connie y'all some pussy ass niggas
5677,6144,6144,Dennis Dennis Dennis bitch am speaking fucking English u fucking pecker wood
5678,6145,6145,Melissa Melissa Melissa bitch that doesn't even make any sense bitch.
5679,6146,6146,Trevor Trevor Trevor bitch u ugly then hoe
5680,6147,6147,James James bitch fuck that blog where u be at meet up and get your round
5681,6148,6148,Elva Elva nigga stfu u not funny we all laughing at yo retarded ass just stfu
5682,6149,6149,Kathryn bitch what but I pull more hoes the u dream of
5683,6150,6150,Ronald how could I be a fag? But I like bitches please tell me
5684,6151,6151,Kate yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid
5685,6152,6152,Eliza read the constitution you love. All spending starts in the House. Love uninformed teabaggers. #morningjoe
5686,6153,6153,Shiela oh I'll make you some brownies alright;)))
5687,6154,6154,Virginia Virginia no bitch
5688,6155,6155,Angela bitch you look like a deformed version of rocky
5689,6156,6156,Eric youre a fag
5690,6157,6157,Monnie Monnie then faggot
5691,6158,6158,"Douglas Douglas you still needs to give it to me bitch , I'm on YouTube and rhapsody with it ya cock"
5692,6159,6159,Karen bitch i taught you i know my mess ups
5693,6160,6160,Patricia yea cause I showed ya bitch ass
5694,6161,6161,Hilda yall defense too trash for that 
5695,6162,6162,Lindsey Lindsey oh now your bitch ass wants to reply back after 3 days bitch bye
5696,6163,6163,"Tonya Tonya Tonya Tonya Tonya Agronomist once told me ""beans are a bitch-they do whatever they want"""
5697,6164,6164,Pamela Pamela Wussup bitch
5698,6165,6165,Jason Jason wuss up bitch
5699,6166,6166,"William I assume so, the tranny went out this morning. I have a maxima."
5700,6167,6167,Florine Florine great reply except it was trash
5701,6168,6168,"Hilton 98 civic lx ""stick"" green with shitty paint on some beaner ass wheels with 180k miles no AC and no insurance how's that?"
5702,6169,6169,Lillian well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah
5703,6170,6170,Troy they trash though?
5704,6171,6171,"Jordan Jordan I save my best material for WMHS games, ya know.. Jus rain down hell upon any bitches that get in your way today"
5705,6172,6172,Harland fat hoes need a treadmill??? Lol hmu! TherealwesjamesHarland 
5706,6173,6173,Nicole Nicole long tittied no nipple having bitch!
5707,6174,6174,Walter the ending was retarded
5708,6175,6175,Marcus all I wear is vineyard vines and American flag chubbies. I'm the OPPOSITE of a wigga.
5709,6176,6176,Brian Brian bro I swear to god I was just bout to txt you Dex about these hoes
5710,6177,6177,Michelle hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga
5711,6178,6178,Donna nigga don't be telling my business on this hoe lol
5712,6179,6179,Israel Like ion care how that bitch susie from work broke up with her man and she was tellin me the whole story blah blah blah
5713,6180,6180,Thomas Thomas Thomas lol I talked to a lady who said having a clean shaven vagina at a Doc visit comes off as hoe-ish! She was old
5714,6181,6181,Antonio try me bitch boy
5715,6182,6182,Robert haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho
5716,6183,6183,Marie Marie chill ur pussy gay af
5717,6184,6184,Aaron Aaron Aaron shut ur faggot ass up you thirsty pussy
5718,6185,6185,Donald Donald Donald Either trolling or retarded.
5719,6186,6186,"Matilda 
You speak colored too?
I thinks I be in love"
5720,6187,6187,P
5721,6188,6188,Jason Jason Jason Jason go back to lego club faggot
5722,6189,6189,"Daniel Daniel Daniel Daniel i bet you are, faggot."
5723,6190,6190,Jan Jan Jan Jan yeah ok nigger.
5724,6191,6191,Rachell shut up faggot
5725,6192,6192,John Don't my nigga me honkie
5726,6193,6193,Sharon Sharon right because as far as im concerned I ain't no bitch tf.
5727,6194,6194,Kelli Kelli YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!!  I love my bitches  #squaaaaad 
5728,6195,6195,Lori Lori Lori Don't get me wrong G.. I'd hunt birds but that's a lot of work .. well I just ain't that hungry
5729,6196,6196,Vincent Vincent Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.
5730,6197,6197,John these hoes gay thats why
5731,6199,6199,Deanna Deanna it's not colored in... dumb dick
5732,6200,6200,Helen Equality niggah
5733,6201,6201,Robert bitches are gonna make it rain on me
5734,6202,6202,Tammy you sub tweeting me nig?
5735,6203,6203,Tracy cause you got you wife on the left an bitches on the right nigga man logic #puss
5736,6204,6204,Vernon Vernon Even that bitch has to admit something isn't right with our #SoCalledLeader.
5737,6205,6205,Lauren I guess you used to getting bitch cause idk anybody that Juss let ppl disrespect them n just sit there. Thts how all this
5738,6206,6206,Dwight Dwight You guys don't get evolution do you? You only share a common ancestor with apes.
5739,6207,6207,Teressa Teressa Teressa Teressa Lmao nigga yo avi so trash my phone won't even load that shit
5740,6208,6208,Brian Patrick you ain't nottin but a hood Nigga top bitch nigga
5741,6209,6209,Gloria sweetest bitch you'll ever meet
5742,6210,6210,Deborah ugly emo trash go cut
5743,6211,6211,"Mary slay his ass alex, lil bitch needs to tighten the fuck and needs to stop acting like grown"
5744,6212,6212,Mabel wake up you little bitch and follow me
5745,6213,6213,Sara that would be a joint then retard
5746,6214,6214,Cynthia Some random ass bitch who showed up and just left an hour later
5747,6215,6215,Jeffrey We were supposed to work together today bitch
5748,6216,6216,Phyllis these hoe ass niggas ain't get nobody in free agency.
5749,6217,6217,Carl I am funny bitch
5750,6218,6218,Andrew Andrew Greta... You let a fag do this to me I thought we were cool
5751,6219,6219,Reba haha not you. Just getting shit from everyone else when my second favorite team is the redlegs.....
5752,6220,6220,"Jennifer I recall you telling one of the Apollo teachers you hoped her baby came out retarded , and it did ... #AssholeOfTheYear lol "
5753,6222,6222,Catherine That's you faggot you eat shit for fun 
5754,6223,6223,Francisco it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you 
5755,6224,6224,Robert you don't know where I llive you stupid cunt 
5756,6225,6225,Lori you're failing at that and you don't know where I live faggot
5757,6226,6226,"Phyllis Oh, yeah, the HPV shot swells like a bitch. Put some ice on it for a bit if you want, it'll go down eventually."
5758,6227,6227,Mark Mmmm sure dont seem like it.. lmfao but yess ill be that bitch:)) now are you done?
5759,6228,6228,"Norma yeah I'm down I'm starting to promote for belasco Thursday , so u better go bitch"
5760,6229,6229,"Anthony Anthony So they could complain about racial profiling I'm sure, bloody twats"
5761,6230,6230,Jerome Ur still secretly lookng at Tommy Lee's cock! Jesus Christ 4getaboutit! That's a ghetto dream!
5762,6231,6231,"John funny, I thought John #tbt 90s photo this week would have you hanging me over a trash can by my ankles"
5763,6232,6232,"Zina Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG"
5764,6233,6233,Pricilla Pricilla Pricilla That cracker as big as he looks on TV?
5765,6234,6234,Michael that's what the little egotistical bitch deserves his head is huge for someone who gets KO'd when the wind blows
5766,6235,6235,Barbara lmao not even bro if a girl a thottie keep it simple call her a hoe
5767,6236,6236,Steve Steve Steve Soft shit? Are you handicapped or retarded?
5768,6237,6237,Ronald hoe ass nigga lmao
5769,6238,6238,Linda niqqa that's every white person just because some might seem down to earth don't mean there not gonna use nigger against us
5770,6239,6239,Betty you make me feel all warm and fuzzy inside  #youCANsitwithus
5771,6240,6240,Clora #NudesAreMyLife omfg that's mine faggot
5772,6241,6241,Andrew lol Andrew being a cunt
5773,6242,6242,Kathy haha same here bitch is trippin #brokeass
5774,6243,6243,George George if you want a hoe go on urban chat. That's where all the hoes are. And Mia can get punched in the boob.
5775,6244,6244,Kathleen you didn't even pass ESL yet you bitch lmao
5776,6245,6245,Glenn Glenn I figured I was just shocked out hoe old that tweet was lol
5777,6246,6246,Julius and getting pedicures bitching bout their ex and going tanning is something a bitch does
5778,6247,6247,"Tammy Straight AF. Except math is a bitch. Hows the dealership, lol"
5779,6248,6248,"Chris Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms."
5780,6249,6249,Philip Lol. Have fun!  I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.
5781,6250,6250,Jose main bae gonn think sumn up wit the pussy
5782,6251,6251,"Ron Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU"
5783,6252,6252,Frances you's a nasty lil bitch
5784,6253,6253,Denise i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name
5785,6254,6254,Vivian ya dude get the pussies drunk!
5786,6255,6255,Michelle bitch go play dead
5787,6256,6256,Arthur my real lil bro even tho cuh a bitch lmao
5788,6257,6257,Carrie slid bitch
5789,6258,6258,Clifton wyo bitch
5790,6259,6259,Richard Richard you're are only a hoe when you fuck him and think you're pregnant ... Not when you party together 
5791,6260,6260,Monica Find one where be beat Nathan Moons head into the ice too. Ol Andrew is straight trash as far as hockey.
5792,6261,6261,Jessica pussy heels!! Haha
5793,6262,6262,Rosemary onlife yal niggas funny man lol Lonnie was suppose to get out of that bitch after he was up a band smh
5794,6263,6263,Edith Edith Edith what she means is shes a fat bitch
5795,6264,6264,Michael those hoes aint loyal
5796,6265,6265,Ronald Ronald follow the system and you'll practically be swimming in pussy
5797,6266,6266,John you're just a pussy.
5798,6267,6267,Cheryl Hey it works. Most people hate me for it but as long as I'm still happy they can bitch all they want 
5799,6268,6268,"Jamie 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day"
5800,6269,6269,Eric if you ain't with someone you can still sleep around be a hoe and not the cheatin
5801,6270,6270,"David we should change that to bitch about everything.
For example my girlfriend don't like the crew I hang with she BAE"
5802,6271,6271,Lawrence it's yo fault taking a nig out everyday
5803,6272,6272,Scott just like a Velcro headed moon cricket to say fucking jungle bunny
5804,6274,6274,April Great GIF. Got a source URL for April 
5805,6275,6275,Cora Cora Cora put your tits away you ginger. Arnt u like 7? Isn't it past you bed time? Fuck off bitch.
5806,6276,6276,"Michael .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!"
5807,6277,6277,Jolene So six martinis before passing out on the couch after watching Euro-trash into the wee hours. Got it.
5808,6278,6278,Kathryn superman dat hoe no watch me uuuuuuuuuu
5809,6279,6279,"Lisa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". #liberals #democrats"
5810,6280,6280,Susanna Susanna bitch please I'm a stud
5811,6281,6281,Holly I didn't tag you negro lol
5812,6282,6282,"Amber starve, bitch"
5813,6283,6283,Mary Got me blushin like Drake bitch az. Lol
5814,6284,6284,"Dale ""s/o the fat bitches who ride dick with a t-shirt on"" "
5815,6285,6285,Tony I'd give that hoe the finger everyday at work until I get fired for it.
5816,6286,6286,Paul Paul you watching this trash?
5817,6287,6287,Lena Lena Lena Lena no you threatened us bitch?! Don't try to make it what it's not 
5818,6288,6288,Novella porn stars are 100% acceptable bro. Im was talking about these air mattress hoes....lol
5819,6289,6289,Laila yes!!! I love the hair on her pussy...lol
5820,6290,6290,Joyce At least 3. Late tho. Cuz adrenaline and emotion gonna carry them bitches until halftime.
5821,6291,6291,Susan best O-Lineman is a rookie. It's him and a bunch of retards I wouldn't trust with a potato gun.
5822,6292,6292,"Summer zactly. After Joique pounds that bitch, bring in reggie for the GAPING holes that will inevitably appear."
5823,6293,6293,"Louise ""We just gotta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers!"""
5824,6294,6294,Brian Brian Brah *falls out* white bitches crazy
5825,6295,6295,Patricia He actually good lol don't hoe him. But I mean that's some road to glory shit Go to Northern Illinois* *Undefeated  Heisman*
5826,6296,6296,Jason yeah lil nigga I was homecoming king and still been getting bad bitches as u see 
5827,6297,6297,James ain't like I have anything to do bitch boy lol.
5828,6298,6298,Glenn Glenn *too pretty...not *to pretty. Jeezus...my redneck education is showing.
5829,6299,6299,Joyce Joyce yea ho
5830,6300,6300,"John John HAHAHAHAHAHAH hook nose faggot, can't get pussy sucks at hockey #nhl"
5831,6301,6301,Ronald #faggot
5832,6302,6302,Esther cuz ur a sellout bitch fag
5833,6303,6303,David Sometimes a good hoe fire needs some Rocephin too before it'll go out.....
5834,6304,6304,"Bobby 
Y'all ain't gots no colored folk on da show. I tinks dats be racist and shit #TheToddShow"
5835,6305,6305,Jon fags***
5836,6306,6306,Jeff very wrong lmao this bitch literally tried to swallow someone in this movie
5837,6307,6307,Elizabeth sexy bitch
5838,6308,6308,Edward oh yea I forgot u decided to have math a hoe instead of football! My bad!
5839,6309,6309,Levi yo ugly ass 4 eyes havin ass bitch
5840,6310,6310,John I'm not gone see your baby monkey lil ass anyway funky ass
5841,6311,6311,Randy your dad is genuine happy guy because his kids aren't niggers though  jimmy is my nigga 5eva
5842,6312,6312,Karen that bitch gonna get a rug burn
5843,6313,6313,Ignacio you just started a whole other situation you dumb asa cunt
5844,6314,6314,Flora you're such a darkie.
5845,6315,6315,"Rebecca 
He gotta be colored"
5846,6316,6316,Michelle Michelle Hell - was lucky to have gravel - dirt roads were a bitch
5847,6317,6317,"Yolanda This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans"
5848,6318,6318,Michael pussy
5849,6319,6319,Alda I believe that you fuckin can punk nigga bitch
5850,6320,6320,Ed hell yea went from I love you to fuck you and that basic bitch
5851,6321,6321,"Curtis nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they ain't sucking, walk it out"
5852,6322,6322,Glen your still a little pussy tomcat 
5853,6323,6323,Mabel  Mabel had me so high off the monkey nutts yesterday nbs 
5854,6324,6324,Charles lil b already to puff for the hoes
5855,6325,6325,Steven dude your fucking gay you made a twitter just to mock me fucking lowlife
5856,6326,6326,Rhona it's fucking real retard holy fuck can you not read my tweets fucktard?
5857,6327,6327,Larry Larry Larry I don't look like white trash. I'm not pregnant and 17 gtfo. I have hella gas so say something.
5858,6328,6328,Arthur Arthur bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line
5859,6329,6329,Robert Robert uh I think his mom loves him you fucking retard. I'm sure your gunna be so successful emilie. We all believe 
5860,6330,6330,Phil Phil stfu you stupid bitch? Like leave us alone? No one gives a fuck about you. Bruh just block her. We're good.
5861,6331,6331,Royce I have something that you don't bitch. Always remember that.
5862,6332,6332,Daniel okay bitch. Tomorrow in the principals office. Be there.
5863,6333,6333,Sarah you know. pens for school? to cut all them bitches
5864,6334,6334,Lisa Lisa yall trash but Lisa cold
5865,6335,6335,Maryann that bitch done.. have it to u on Sunday my nigga
5866,6336,6336,Barbara it was the address to her Job... So the jokes on you bitch! Ha!
5867,6337,6337,Brian No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD
5868,6338,6338,"Nicole Sorry I missed that, you mean where I live is disgusting or that that muzzies in the UK r disgusting, or both? Have a great Sun."
5869,6339,6339,David lol you can only get in at Eden when you're 18. All the bitches there are fat...
5870,6340,6340,Dollie bitch smd
5871,6341,6341,Helen hey bitch imy
5872,6342,6342,Virginia I swear I can't do shit right now but I'm down to get into something tonight if u are nig
5873,6343,6343,Nancy well I already got some lol but I'm bout to hop in the shower and eat something real quick then I'll be on my way nig
5874,6344,6344,Indira if somehow u didn't already go I'm down nig
5875,6345,6345,"David David oh, see cher? see what your particular brand vitriol creates? A boy who thinks it's ok to call a woman a cunt. #libtard"
5876,6346,6346,Zelma Zelma have fun losing tonight bitch
5877,6347,6347,Bobbie your talking to every hick in San Antonio I ride with a big 45 in the console
5878,6348,6348,"Mary I'm just saying, it's not like you were up against a bird-eating spider or something. Bet Mary coulda done it"
5879,6349,6349,Michael nah gurl this pussy private 
5880,6350,6350,Charles ima fill ur clam out
5881,6351,6351,Carol he's just a cunt and nobody likes him. He should choke on shit
5882,6352,6352,Lisa bitch. Again?
5883,6353,6353,Garrett shutup thirsty hoe
5884,6354,6354,Steven  nah lemme chill i love the bitches
5885,6355,6355,Wendy Wendy fucking faggot
5886,6356,6356,Edith let's go see the wolverine hoe
5887,6357,6357,Erlinda nigor??
5888,6358,6358,Cheryl of course bitch. I kinda wanna attempt to play madden tho
5889,6359,6359,Lisa Lisa Lisa not in Florida retard
5890,6360,6360,Eric every1 is so over the bigass bitches!!
5891,6361,6361,Kum that old cunt needs to sit down
5892,6362,6362,"Robert 
Fuck her right in the pussy"
5893,6363,6363,Devon nigger
5894,6364,6364,Violet Violet bitch wea ur clothes
5895,6365,6365,"Michael not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
5896,6366,6366,"Anthony k, niggah do u evem shmoke"
5897,6367,6367,Russell thats right niggah Netherlands!!!
5898,6368,6368,Joshua viva Brazil niggah lol
5899,6369,6369,Merna honestly the performers on there red carpet were trash hahahaahahahaha
5900,6370,6370,Harold dam this hoes should be working at Microsoft
5901,6371,6371,Karen town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
5902,6372,6372,Sheila this bitch........
5903,6373,6373,Ryan Ryan playoffs bitch
5904,6374,6374,Heather faggot I knew you weren't really my friend.
5905,6375,6375,Ronald I don't care what they is they can catch them hoes
5906,6377,6377,"Greg  oh my gosh why are so so cute?!
FA LA LA LA LA LA LA LA LA bitch "
5907,6378,6378,William William William at least I have a boyfriend dumb bitch 
5908,6379,6379,Brian Brian Brian that's all the action you'll probably get bitch
5909,6380,6380,Matthew Matthew Matthew good bitch choke
5910,6381,6381,Joshua did I mention you are an ugly cunt? Go back to Iran.
5911,6382,6382,Lisa umm how about they are at home raising kids? You are retarded.
5912,6383,6383,Milton alot of these bitches themselves aint shit either....birds of a feather flock together
5913,6384,6384,"Yvette bruh we was my fam, nd yeah pussy niggas get no respect."
5914,6385,6385,Sandy The people who work at those companies tend to be trash.
5915,6386,6386,Ruth like I said drose needs to stop being a pussy lol
5916,6387,6387,Miguel Miguel Miguel you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo
5917,6388,6388,Jennifer Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk
5918,6389,6389,Scotty I wanted to see that but I like trash sometimes lol
